CustomerID,Name,Email,PurchaseAmount,PurchaseDate
74,Customer_74,customer74@example.com,826.0,2024-02-22
77,Customer_77,customer77@example.com,1237.0,2023-12-13
78,Customer_78,customer78@example.com,1417.0,2023-11-17
79,Customer_79,customer79@example.com,928.0,2024-05-18
85,Customer_85,customer85@example.com,1052.0,2024-02-07
90,Customer_90,customer90@example.com,703.0,2023-12-28
92,Customer_92,customer92@example.com,1378.0,2023-08-24
93,Customer_93,customer93@example.com,622.0,2023-03-31
94,Customer_94,customer94@example.com,992.0,2023-05-08
95,Customer_95,customer95@example.com,587.0,2023-03-14
98,Customer_98,customer98@example.com,1140.0,2024-01-10
99,Customer_99,customer99@example.com,549.0,2022-11-15
100,Customer_100,customer100@example.com,989.0,2023-10-09
101,Customer_101,customer101@example.com,700.0,2024-05-11
102,Customer_102,customer102@example.com,750.0,2023-10-13
103,Customer_103,customer103@example.com,1065.0,2023-03-19
109,Customer_109,customer109@example.com,506.0,2023-10-31
110,Customer_110,customer110@example.com,1183.0,2023-03-25
112,Customer_112,customer112@example.com,1288.0,2024-01-27
113,Customer_113,customer113@example.com,663.0,2023-06-13
114,Customer_114,customer114@example.com,1338.0,2023-05-30
115,Customer_115,customer115@example.com,675.0,2024-04-30
116,Customer_116,customer116@example.com,1114.0,2023-07-22
117,Customer_117,customer117@example.com,949.0,2023-05-11
119,Customer_119,customer119@example.com,730.0,2024-05-12
121,Customer_121,customer121@example.com,540.0,2023-08-04
123,Customer_123,customer123@example.com,1466.0,2024-03-30
124,Customer_124,customer124@example.com,817.0,2024-03-13
127,Customer_127,customer127@example.com,1149.0,2023-01-25
128,Customer_128,customer128@example.com,1063.0,2024-04-24
132,Customer_132,customer132@example.com,730.0,2024-03-20
134,Customer_134,customer134@example.com,1067.0,2023-09-10
135,Customer_135,customer135@example.com,1093.0,2024-04-22
139,Customer_139,customer139@example.com,643.0,2023-02-21
143,Customer_143,customer143@example.com,704.0,2023-12-20
148,Customer_148,customer148@example.com,590.0,2023-06-27
150,Customer_150,customer150@example.com,1112.0,2024-01-27
151,Customer_151,customer151@example.com,830.0,2024-01-28
152,Customer_152,customer152@example.com,803.0,2024-03-30
154,Customer_154,customer154@example.com,1245.0,2023-09-23
156,Customer_156,customer156@example.com,542.0,2023-06-14
157,Customer_157,customer157@example.com,502.0,2023-11-20
158,Customer_158,customer158@example.com,1332.0,2024-04-10
159,Customer_159,customer159@example.com,763.0,2023-08-29
160,Customer_160,customer160@example.com,788.0,2023-10-14
165,Customer_165,customer165@example.com,641.0,2024-01-26
169,Customer_169,customer169@example.com,1335.0,2023-05-19
172,Customer_172,customer172@example.com,578.0,2024-03-14
175,Customer_175,customer175@example.com,1391.0,2023-09-02
177,Customer_177,customer177@example.com,1138.0,2023-09-07
183,Customer_183,customer183@example.com,788.0,2022-11-29
184,Customer_184,customer184@example.com,1237.0,2023-03-13
186,Customer_186,customer186@example.com,853.0,2023-05-01
188,Customer_188,customer188@example.com,1065.0,2024-03-13
189,Customer_189,customer189@example.com,1180.0,2023-09-17
190,Customer_190,customer190@example.com,812.0,2023-04-14
191,Customer_191,customer191@example.com,720.0,2023-01-11
193,Customer_193,customer193@example.com,1134.0,2023-03-29
194,Customer_194,customer194@example.com,763.0,2023-03-24
195,Customer_195,customer195@example.com,1137.0,2024-03-07
196,Customer_196,customer196@example.com,914.0,2023-10-18
197,Customer_197,customer197@example.com,1206.0,2023-09-24
201,Customer_201,customer201@example.com,1494.0,2024-01-04
203,Customer_203,customer203@example.com,706.0,2022-12-08
207,Customer_207,customer207@example.com,965.0,2024-04-11
210,Customer_210,customer210@example.com,554.0,2024-03-23
213,Customer_213,customer213@example.com,837.0,2023-10-25
216,Customer_216,customer216@example.com,579.0,2023-10-26
218,Customer_218,customer218@example.com,1108.0,2024-01-15
221,Customer_221,customer221@example.com,1346.0,2023-11-20
222,Customer_222,customer222@example.com,893.0,2023-05-21
224,Customer_224,customer224@example.com,1250.0,2024-02-17
225,Customer_225,customer225@example.com,736.0,2023-08-11
226,Customer_226,customer226@example.com,909.0,2024-02-23
227,Customer_227,customer227@example.com,778.0,2023-06-13
229,Customer_229,customer229@example.com,1309.0,2023-09-01
231,Customer_231,customer231@example.com,1438.0,2024-02-28
232,Customer_232,customer232@example.com,619.0,2024-02-12
234,Customer_234,customer234@example.com,730.0,2023-11-03
238,Customer_238,customer238@example.com,588.0,2024-03-23
239,Customer_239,customer239@example.com,796.0,2023-05-30
241,Customer_241,customer241@example.com,572.0,2024-04-10
242,Customer_242,customer242@example.com,1436.0,2023-08-13
243,Customer_243,customer243@example.com,1469.0,2024-04-10
246,Customer_246,customer246@example.com,1094.0,2023-03-28
248,Customer_248,customer248@example.com,1417.0,2023-04-26
249,Customer_249,customer249@example.com,785.0,2023-06-29
252,Customer_252,customer252@example.com,549.0,2023-04-12
256,Customer_256,customer256@example.com,588.0,2023-04-30
257,Customer_257,customer257@example.com,731.0,2024-02-09
259,Customer_259,customer259@example.com,1059.0,2023-05-28
260,Customer_260,customer260@example.com,1397.0,2023-07-02
262,Customer_262,customer262@example.com,1448.0,2023-09-02
264,Customer_264,customer264@example.com,588.0,2023-05-13
265,Customer_265,customer265@example.com,528.0,2024-03-21
266,Customer_266,customer266@example.com,518.0,2023-08-12
267,Customer_267,customer267@example.com,1308.0,2023-07-06
270,Customer_270,customer270@example.com,561.0,2023-04-26
271,Customer_271,customer271@example.com,690.0,2024-01-27
272,Customer_272,customer272@example.com,981.0,2024-02-24
274,Customer_274,customer274@example.com,796.0,2023-10-26
275,Customer_275,customer275@example.com,875.0,2023-05-22
279,Customer_279,customer279@example.com,1305.0,2023-06-22
280,Customer_280,customer280@example.com,1433.0,2022-11-28
281,Customer_281,customer281@example.com,691.0,2024-03-03
282,Customer_282,customer282@example.com,1327.0,2023-12-14
285,Customer_285,customer285@example.com,1052.0,2023-12-31
286,Customer_286,customer286@example.com,574.0,2023-09-13
287,Customer_287,customer287@example.com,1002.0,2023-01-19
291,Customer_291,customer291@example.com,812.0,2023-09-20
292,Customer_292,customer292@example.com,804.0,2024-01-17
297,Customer_297,customer297@example.com,1263.0,2024-04-20
298,Customer_298,customer298@example.com,676.0,2022-12-03
301,Customer_301,customer301@example.com,997.0,2023-09-04
304,Customer_304,customer304@example.com,638.0,2023-04-09
307,Customer_307,customer307@example.com,1364.0,2023-07-02
308,Customer_308,customer308@example.com,930.0,2023-12-04
309,Customer_309,customer309@example.com,1134.0,2023-09-14
310,Customer_310,customer310@example.com,1148.0,2023-09-07
312,Customer_312,customer312@example.com,1178.0,2024-01-05
315,Customer_315,customer315@example.com,1313.0,2023-02-28
316,Customer_316,customer316@example.com,1472.0,2024-04-24
317,Customer_317,customer317@example.com,1141.0,2024-03-01
318,Customer_318,customer318@example.com,1361.0,2023-02-08
319,Customer_319,customer319@example.com,541.0,2023-05-26
320,Customer_320,customer320@example.com,729.0,2023-11-04
321,Customer_321,customer321@example.com,1150.0,2023-07-16
323,Customer_323,customer323@example.com,888.0,2023-02-10
325,Customer_325,customer325@example.com,952.0,2023-03-18
326,Customer_326,customer326@example.com,1152.0,2023-07-28
328,Customer_328,customer328@example.com,912.0,2023-05-15
330,Customer_330,customer330@example.com,938.0,2023-12-18
332,Customer_332,customer332@example.com,1211.0,2024-05-20
333,Customer_333,customer333@example.com,1071.0,2023-09-20
334,Customer_334,customer334@example.com,665.0,2023-07-22
338,Customer_338,customer338@example.com,1117.0,2023-06-09
340,Customer_340,customer340@example.com,968.0,2023-03-17
344,Customer_344,customer344@example.com,1339.0,2023-01-03
345,Customer_345,customer345@example.com,609.0,2023-04-29
346,Customer_346,customer346@example.com,532.0,2023-07-28
347,Customer_347,customer347@example.com,1460.0,2023-05-01
348,Customer_348,customer348@example.com,1269.0,2023-05-17
349,Customer_349,customer349@example.com,1121.0,2023-01-05
354,Customer_354,customer354@example.com,1103.0,2023-08-12
356,Customer_356,customer356@example.com,736.0,2023-01-13
358,Customer_358,customer358@example.com,1361.0,2024-05-10
360,Customer_360,customer360@example.com,1285.0,2024-04-26
362,Customer_362,customer362@example.com,1249.0,2023-09-18
363,Customer_363,customer363@example.com,889.0,2022-11-27
366,Customer_366,customer366@example.com,1278.0,2023-09-26
374,Customer_374,customer374@example.com,929.0,2023-04-12
376,Customer_376,customer376@example.com,971.0,2023-04-22
378,Customer_378,customer378@example.com,1089.0,2024-05-07
379,Customer_379,customer379@example.com,983.0,2023-03-16
381,Customer_381,customer381@example.com,1137.0,2022-12-22
385,Customer_385,customer385@example.com,559.0,2023-11-30
388,Customer_388,customer388@example.com,517.0,2024-04-06
391,Customer_391,customer391@example.com,893.0,2023-11-20
394,Customer_394,customer394@example.com,1429.0,2024-01-25
395,Customer_395,customer395@example.com,846.0,2024-02-08
397,Customer_397,customer397@example.com,555.0,2023-11-27
398,Customer_398,customer398@example.com,734.0,2024-04-23
400,Customer_400,customer400@example.com,724.0,2023-10-07
404,Customer_404,customer404@example.com,1091.0,2023-04-16
407,Customer_407,customer407@example.com,1340.0,2024-02-02
410,Customer_410,customer410@example.com,1146.0,2024-03-25
411,Customer_411,customer411@example.com,678.0,2023-11-28
412,Customer_412,customer412@example.com,1459.0,2023-10-19
414,Customer_414,customer414@example.com,747.0,2022-11-18
417,Customer_417,customer417@example.com,926.0,2024-03-24
418,Customer_418,customer418@example.com,1079.0,2024-05-20
425,Customer_425,customer425@example.com,1430.0,2024-01-25
426,Customer_426,customer426@example.com,1349.0,2023-05-14
429,Customer_429,customer429@example.com,877.0,2023-12-22
430,Customer_430,customer430@example.com,671.0,2023-01-25
433,Customer_433,customer433@example.com,1500.0,2024-02-19
435,Customer_435,customer435@example.com,609.0,2023-04-17
436,Customer_436,customer436@example.com,1352.0,2023-03-02
437,Customer_437,customer437@example.com,950.0,2023-06-08
443,Customer_443,customer443@example.com,788.0,2023-03-20
445,Customer_445,customer445@example.com,698.0,2022-12-13
447,Customer_447,customer447@example.com,1285.0,2023-02-23
448,Customer_448,customer448@example.com,545.0,2022-12-27
449,Customer_449,customer449@example.com,536.0,2024-04-30
452,Customer_452,customer452@example.com,1219.0,2023-05-29
455,Customer_455,customer455@example.com,1352.0,2023-08-08
458,Customer_458,customer458@example.com,822.0,2023-11-09
461,Customer_461,customer461@example.com,1140.0,2023-04-01
463,Customer_463,customer463@example.com,768.0,2024-03-23
468,Customer_468,customer468@example.com,1155.0,2023-03-06
470,Customer_470,customer470@example.com,756.0,2024-03-18
476,Customer_476,customer476@example.com,1175.0,2023-11-23
477,Customer_477,customer477@example.com,1175.0,2024-05-09
478,Customer_478,customer478@example.com,1397.0,2023-06-22
479,Customer_479,customer479@example.com,1415.0,2022-11-28
480,Customer_480,customer480@example.com,528.0,2023-05-27
482,Customer_482,customer482@example.com,1385.0,2023-12-31
483,Customer_483,customer483@example.com,1419.0,2023-04-29
487,Customer_487,customer487@example.com,895.0,2023-07-28
491,Customer_491,customer491@example.com,1374.0,2023-05-14
495,Customer_495,customer495@example.com,1466.0,2024-02-23
496,Customer_496,customer496@example.com,1308.0,2024-04-04
497,Customer_497,customer497@example.com,564.0,2024-04-18
498,Customer_498,customer498@example.com,840.0,2023-09-27
